User Code,1 Please select your operating administration or office:,2 Begin typing your work zip code and select your work site from the list that will appear below.  If your site does not appear in the list select 'Site not found'.  If you telework 100% of the time please select the site to which you officially report.,3 What is your employment status?,4 How did you travel TO WORK each day during a TYPICAL week?  If you select 'N/A' for transportation method select 'N/A' for # Miles.,Monday,Monday Miles 1,Monday,Monday Miles 2,Monday,Monday Miles 3,Tuesday,Tuesday Miles 1,Tuesday,Tuesday Miles 2,Tuesday,Tuesday Miles 3,Wednesday,Wednesday Miles 1,Wednesday,Wednesday Miles 2,Wednesday,Wednesday Miles 3,Thursday,Thursday Miles 1,Thursday,Thursday Miles 2,Thursday,Thursday Miles 3,Friday,Friday Miles 1,Friday,Friday Miles 2,Friday,Friday Miles 3,If 'other' selected please indicate method of transportation:,5 What is the average total number of people in the Carpool/Vanpool you selected above including yourself? (Select 'N/A' if not applicable.),6 Did you use the same method(s) of transportation indicated above to commute FROM WORK at the end of your workdays? (If you answer 'Yes' you will skip the next section.  This may conclude your survey.),7 How did you travel FROM WORK each day during a TYPICAL week?  If you select 'N/A' for transportation method select 'N/A' for # Miles.,Monday,Monday Miles 1,Monday,Monday Miles 2,Monday,Monday Miles 3,Tuesday,Tuesday Miles 1,Tuesday,Tuesday Miles 2,Tuesday,Tuesday Miles 3,Wednesday,Wednesday Miles 1,Wednesday,Wednesday Miles 2,Wednesday,Wednesday Miles 3,Thursday,Thursday Miles 1,Thursday,Thursday Miles 2,Thursday,Thursday Miles 3,Friday,Friday Miles 1,Friday,Friday Miles 2,Friday,Friday Miles 3,If 'other' selected please indicate method of transportation:,8 What is the average total number of people in the Carpool/Vanpool you selected above including yourself? (Select 'N/A' if not applicable.),9 [HIDDEN] Thinking about last year what would you say is your PRIMARY commuting method?,If 'other' selected please indicate commuting method:,10 How often did you typically spend a full workday teleworking?,11 Overall how satisfied are you with the following?,Your commute to work,Your commute to home,Your agency's telework program,Your agency's alternative work schedule (AWS) program,12 What is the estimated distance between your home and the nearest public transit station or bus stop?,13 Is there any information you would like to add about your commute that was not addressed in this survey?,14 Were the survey questions clear?,15 Did you experience any technical problems while taking this survey?,Survey site was slow to load some/all questions,I was unable to connect to the survey on my first try,My survey link did not work,I had another technical problem not addressed here,I did not have any technical problems,16 How was your overall experience with this survey?,CO2e Emissions (CO2e MT) / year
0ZWY4O75,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Bicycle,2,,,,,Bicycle,2,,,,,Bicycle,2,,,,,Bicycle,2,,,,,Bicycle,2,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bicycle,,Less than once a month,,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,0.25 to 0.5 mile,"It is extremely important to extend the Metro Smart Benefits program to other forms of environmentally friendly transportation, such as biking, to sustain new, growing forms of sustainable transit.",Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0
0ZYMQCD2,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),5,Transit bus,2,Transit rail (e.g. subway),25,Car (drove alone),5,Transit bus,2,Transit rail (e.g. subway),25,Car (drove alone),5,Transit bus,2,Transit rail (e.g. subway),25,Car (drove alone),5,Transit bus,2,Transit rail (e.g. subway),25,Car (drove alone),5,Transit bus,2,Transit rail (e.g. subway),25,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Once or twice a month,,Somewhat dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,More than 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,2.842703492
10WPTB84,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit rail (e.g. subway),8,,,,,Transit rail (e.g. subway),8,,,,,Transit rail (e.g. subway),8,,,,,Transit rail (e.g. subway),8,,,,,Commuter rail (e.g. regional),8,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Once or twice a month,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.608795648
11TN6CYC,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit bus,15,Transit rail (e.g. subway),3,,,Other,17,,,,,Other,17,,,,,Other,17,,,,,Transit bus,15,Transit rail (e.g. subway),3,,,slug line,4,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (e.g. telework full-time),,Less than once a month,,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Less than 0.25 mile,Nothing,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.386147184
11VXJMBX,U.S. Agency for International Development ,Site not found,Federal Government Employee,,Carpool/Vanpool,35,,,,,Car (drove alone),35,,,,,Carpool/Vanpool,35,,,,,Car (drove alone),35,,,,,Carpool/Vanpool,35,,,,,,2,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carpool/Vanpool,,I did not telework because I chose not to telework,,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,More than 2 miles,I live 23 miles from the nearest metro station (Greenbelt) .,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,4.22141517
12E3WDFH,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit rail (e.g. subway),9,,,,,Transit rail (e.g. subway),9,,,,,Transit rail (e.g. subway),9,,,,,Transit rail (e.g. subway),9,,,,,Transit rail (e.g. subway),9,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Less than once a month,,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,0.5 to 1 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,"Neutral.  I had a few problems with the survey, but no major problems.",0.67773456
131MLUR6,U.S. Agency for International Development ,"USAID7 - SA-44 Federal Center Plaza II - 400 C Street SW, , Washington, DC 20024",Federal Government Employee,,N/A: Teleworked,N/A,,,,,Commuter rail (e.g. regional),2,,,,,N/A: Teleworked,N/A,,,,,Commuter rail (e.g. regional),2,,,,,Commuter rail (e.g. regional),2,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commuter rail (e.g. regional),,Twice a week,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,N/A,1 mile to 1.5 miles,My office is not as flexible for telework for some folks as they are for others,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.095138304
14NGEI3Y,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),2,Transit rail (e.g. subway),20,,,Car (drove alone),2,Transit rail (e.g. subway),20,,,Car (drove alone),2,Transit rail (e.g. subway),20,,,Car (drove alone),2,Transit rail (e.g. subway),20,,,Car (drove alone),2,Transit rail (e.g. subway),20,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,Less than once a month,,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Very satisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,1.85068212
16UTYQJI,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,N/A: Teleworked,N/A,,,,,Transit bus,1,Transit rail (e.g. subway),5,,,Transit bus,1,Transit rail (e.g. subway),5,,,Transit bus,1,Transit rail (e.g. subway),5,,,N/A: Teleworked,N/A,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,Twice a week,,Somewhat satisfied,Somewhat satisfied,Very satisfied,N/A,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.255489778
17MD4LXR,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Bicycle,2,,,,,Transit bus,2,,,,,N/A: Teleworked,N/A,,,,,Transit bus,2,,,,,Bicycle,2,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,Once a week,,Very satisfied,Very satisfied,Very satisfied,N/A,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.039437677
1A2J1GHA,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Bicycle,8,Transit bus,7,Transit rail (e.g. subway),7,N/A: Teleworked,N/A,,,,,Transit bus,7,Transit rail (e.g. subway),7,,,Bicycle,8,Transit bus,7,Transit rail (e.g. subway),7,Transit bus,7,Transit rail (e.g. subway),7,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,Once a week,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.697765242
1BA5QG5T,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Carpool/Vanpool,20,Other,20,Transit rail (e.g. subway),20,Carpool/Vanpool,20,Other,20,Transit rail (e.g. subway),20,Carpool/Vanpool,20,Other,20,Transit rail (e.g. subway),20,Carpool/Vanpool,20,Other,20,Transit rail (e.g. subway),20,Carpool/Vanpool,20,Other,20,Transit rail (e.g. subway),20,bus & metro,3,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carpool/Vanpool,,Less than once a month,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,More than 2 miles,"Increasingly higher parking fees at the Metro stations directly affects my use of the meto system.
I don't think you asked the right questions.  You should ask why we are not using the public transit sytems more: Continual increasing costs for parking, Lower satisfaction with rail services (blue line increased wait now that silver line is running), Riding bus to metro costs more than just metro but there is no parking fees charged, Lower government transit benefits...",Yes.  I understood all of the questions without any problems.,,off,on,off,off,off,"Neutral.  I had a few problems with the survey, but no major problems.",3.2291034
1BCZ6UBY,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Carpool/Vanpool,5,,,,,Carpool/Vanpool,5,,,,,Carpool/Vanpool,5,,,,,Car (drove alone),5,,,,,Carpool/Vanpool,5,,,,,,2,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carpool/Vanpool,,"I did not telework because I was not allowed to, even though I have the kind of job where I can telework",,Somewhat dissatisfied,Somewhat dissatisfied,very dissatisfied,very dissatisfied,Don't know or not sure,"My Agency in general allows telework and alternative work schedules, but the Bureau for Africa, specifically, the Office of Sustainable Development, is not an office that readily allows telework and alternative work schedules to all employees, despite being an office where this could easily work well.",Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.51690798
1BG202JL,U.S. Agency for International Development ,"USAID7 - SA-44 Federal Center Plaza II - 400 C Street SW, , Washington, DC 20024",Federal Government Employee,,N/A: Teleworked,N/A,,,,,Transit rail (e.g. subway),22,,,,,Transit rail (e.g. subway),22,,,,,N/A: Teleworked,N/A,,,,,Transit bus,22,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Twice a week,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,1.5 miles to 2 miles,,"Yes, but a few of the questions were confusing.",,off,off,off,off,on,"Neutral.  I had a few problems with the survey, but no major problems.",0.879581014
1EN1Z20W,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit bus,6,Transit rail (e.g. subway),5,,,Transit bus,6,Transit rail (e.g. subway),5,,,Transit bus,6,Transit rail (e.g. subway),5,,,Transit bus,6,Transit rail (e.g. subway),5,,,Transit bus,6,Transit rail (e.g. subway),5,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,Once a week,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,N/A,Less than 0.25 mile,The public bus service on my street is sometimes unreliable and the bus sometimes does not come.    The buses also need to run more frequently.,No.,,on,off,off,on,off,"Neutral.  I had a few problems with the survey, but no major problems.",0.672301776
1FRPENVK,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Carpool/Vanpool,19,,,,,Carpool/Vanpool,19,,,,,Carpool/Vanpool,19,,,,,Carpool/Vanpool,19,,,,,Carpool/Vanpool,19,,,,,,2,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carpool/Vanpool,,Once or twice a month,,Very satisfied,Very satisfied,Very satisfied,N/A,More than 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,1.63687527
1G5C1K9G,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Walk,1,Transit rail (e.g. subway),7,Walk,<1,Walk,1,Transit rail (e.g. subway),7,Walk,<1,Walk,1,Transit rail (e.g. subway),7,Walk,<1,Walk,1,Transit rail (e.g. subway),7,Walk,<1,Walk,1,Transit rail (e.g. subway),7,Walk,<1,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walk,,Once a week,,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.52712688
1JHKR9DJ,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit bus,3,,,,,N/A: Teleworked,N/A,,,,,Transit rail (e.g. subway),2,Walk,1,,,Transit bus,3,,,,,Transit bus,3,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,Once a week,,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,very dissatisfied,Less than 0.25 mile,The agency AWS and telework policies are interpreted differently across offices within the agency. My division is less flexible than other divisions. I would greatly prefer the option to telework far more.,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.118856309
1L4Q3OJK,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,N/A: Teleworked,N/A,,,,,N/A: Teleworked,N/A,,,,,N/A: Teleworked,N/A,,,,,N/A: Teleworked,N/A,,,,,N/A: Teleworked,N/A,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (e.g. telework full-time),,Five times a week,,N/A,N/A,Somewhat satisfied,Neither satisfied nor dissatisfied,1.5 miles to 2 miles,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0
1M1RHPIH,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Other,23,,,,,Other,23,,,,,Car (drove alone),23,,,,,Car (drove alone),23,,,,,Other,23,,,,,Hybrid Auto Drove Alone.,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (e.g. telework full-time),,Once or twice a month,,Somewhat satisfied,Somewhat satisfied,Very satisfied,N/A,Don't know or not sure,Using public transportation adds approximately 45 minutes to my commute to work and then 45 minutes to my commute from work to home due to the need to take Fairfax Connector to Metro Rail Station and back.  Missing a bus connection due to Metro Rail delays adds another 30 minutes to the commute time while waiting for the next bus.,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,1.585184472
1OPW63MN,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,N/A: Teleworked,N/A,,,,,Transit rail (e.g. subway),12,,,,,Transit rail (e.g. subway),12,,,,,Transit rail (e.g. subway),12,,,,,Transit rail (e.g. subway),12,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Once a week,,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat dissatisfied,0.25 to 0.5 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.722916864
1OUJP111,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit bus,6,Transit rail (e.g. subway),6,,,Transit bus,6,Transit rail (e.g. subway),6,,,Transit bus,6,Transit rail (e.g. subway),6,,,Transit bus,6,Transit rail (e.g. subway),6,,,Transit bus,6,Transit rail (e.g. subway),6,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,"I did not telework because I have technical issues (e.g., connectivity problems) that prevented me from teleworking",,very dissatisfied,very dissatisfied,N/A,N/A,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.747605616
1P9OC61H,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Commuter rail (e.g. regional),6,,,,,Commuter rail (e.g. regional),6,,,,,Commuter rail (e.g. regional),6,,,,,Commuter rail (e.g. regional),6,,,,,Commuter rail (e.g. regional),6,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commuter rail (e.g. regional),,Once or twice a month,,very dissatisfied,very dissatisfied,Very satisfied,Very satisfied,Less than 0.25 mile,"I hate the Red Line.  It is packed, completely unreliable, and they charge ""rush"" fares but do not provide ""rush"" service during those hours.","Yes, but a few of the questions were confusing.",,off,off,off,off,on,Favorable.  I did not experience any problems.,0.47569152
1UG1MOEP,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Walk,<1,Transit rail (e.g. subway),1,,,Walk,<1,Transit rail (e.g. subway),1,,,Walk,<1,Transit rail (e.g. subway),1,,,Walk,<1,Transit rail (e.g. subway),1,,,Walk,<1,Transit rail (e.g. subway),1,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit rail (e.g. subway),,Less than once a month,,Somewhat satisfied,Somewhat satisfied,Very satisfied,N/A,0.5 to 1 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.07530384
1UNS7V57,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Transit bus,32,,,,,Transit bus,32,,,,,N/A: Teleworked,N/A,,,,,N/A: Teleworked,N/A,,,,,Transit bus,32,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit bus,,Twice a week,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,N/A,More than 2 miles,"I currently receive the maximum monthly transit benefit, which does not cover my monthly transit costs.  The maximum monthly transit benefit should be increased.",Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.946504243
1V91WG9U,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Bicycle,4,,,,,Bicycle,4,,,,,N/A: Teleworked,N/A,,,,,Bicycle,4,,,,,Bicycle,4,,,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bicycle,,Once a week,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Less than 0.25 mile,,Yes.  I understood all of the questions without any problems.,,off,off,off,off,off,"Neutral.  I had a few problems with the survey, but no major problems.",0
1VRCVOQM,U.S. Agency for International Development ,"USAID5 - Ronald Reagan Building - 1300 Pennsylvania Avenue NW, , Washington, DC 20523",Federal Government Employee,,Car (drove alone),2,Car (drove alone),2,,,Car (drove alone),2,Car (drove alone),2,,,Car (drove alone),2,Car (drove alone),2,,,Car (drove alone),2,Car (drove alone),2,,,Car (drove alone),2,Car (drove alone),2,,,,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car (drove alone),,"I did not telework because I was not allowed to, even though I have the kind of job where I can telework",,very dissatisfied,very dissatisfied,Neither satisfied nor dissatisfied,very dissatisfied,More than 2 miles,"It's extremely stressful and does impact my mental state, most times upon arriving to work I'm irritated, aggravated and with a full blown headache or at least a mild one. I have informed all my bosses about my commute, I have asked for Telework and or an AWS but to no avail, I have spoken with my doctor about these stresses and how they have contributed to my overall health which is evident in my Sick Leave amount or maybe I should say the lack of a Sick Leave amount.",Yes.  I understood all of the questions without any problems.,,off,off,off,off,on,Favorable.  I did not experience any problems.,0.68921064
